Timestamp,Asset_ID,Latitude,Longitude,Inventory_Level,Shipment_Status,Temperature,Humidity,Traffic_Status,Waiting_Time,User_Transaction_Amount,User_Purchase_Frequency,Logistics_Delay_Reason,Asset_Utilization,Demand_Forecast,Logistics_Delay,Hour,DayOfWeek,Month,Efficiency_Ratio,Has_Delay_Reason,Traffic_Level,Inventory_Category
2024-03-04 06:44:50,Truck_2,-26.1836,-30.3641,348,1,27.3,71.6,1,30,211,2,2,96.4,115,0,6,Monday,3,0.33045977011494254,1,High,Medium
2024-08-28 12:19:14,Truck_3,2.6709,-80.8879,163,2,25.1,76.8,2,54,320,5,3,93.2,231,1,12,Wednesday,8,1.4171779141104295,1,High,Low
2024-01-04 22:52:43,Truck_5,-22.4793,-54.5143,130,0,23.7,68.1,0,45,487,4,1,84.1,256,1,22,Thursday,1,1.9692307692307693,1,High,Low
2024-10-30 17:52:03,Truck_4,-34.5353,-40.8617,391,0,21.6,72.5,0,58,298,7,1,61.5,170,1,17,Wednesday,10,0.43478260869565216,1,High,High
2024-07-15 15:42:02,Truck_7,-8.7105,-17.8347,344,0,21.4,53.5,1,23,461,9,2,93.4,106,1,15,Monday,7,0.3081395348837209,1,High,Medium
2024-01-19 06:42:30,Truck_5,14.6629,116.0696,409,0,27.5,66.6,1,29,492,3,2,72.6,204,1,6,Friday,1,0.49877750611246946,1,High,High
2024-04-28 21:23:34,Truck_10,75.7743,108.9425,457,2,25.5,75.9,0,21,315,3,1,83.4,248,0,21,Sunday,4,0.5426695842450766,1,High,High
2024-03-06 20:00:26,Truck_5,50.3419,108.5647,207,1,29.3,59.4,1,31,174,5,0,65.9,195,0,20,Wednesday,3,0.9420289855072463,1,High,Medium
2024-11-20 16:38:07,Truck_8,-6.6729,132.6727,155,1,19.4,53.2,2,20,152,1,0,99.3,235,1,16,Wednesday,11,1.5161290322580645,1,High,Low
2024-01-07 09:13:28,Truck_6,-74.1751,-102.7331,314,1,19.9,64.8,1,57,396,10,3,78.6,135,0,9,Sunday,1,0.4299363057324841,1,High,Medium
2024-09-25 15:12:12,Truck_10,-33.2264,169.6187,156,2,27.2,74.4,0,35,354,2,3,63.1,282,0,15,Wednesday,9,1.8076923076923077,1,High,Low
2024-02-11 13:30:18,Truck_2,-34.4469,93.1585,119,2,28.1,72.4,1,41,176,2,2,60.9,238,0,13,Sunday,2,2.0,1,High,Low
2024-11-20 11:22:13,Truck_3,-13.511,141.8454,112,2,19.7,76.6,1,22,121,3,1,80.9,262,0,11,Wednesday,11,2.3392857142857144,1,High,Low
2024-06-25 02:26:25,Truck_3,-22.427,108.2306,435,1,25.8,78.6,2,22,220,7,1,90.8,101,1,2,Tuesday,6,0.23218390804597702,1,High,High
2024-06-25 00:01:12,Truck_9,43.3353,-12.0683,422,1,20.0,62.9,2,14,184,9,1,64.0,248,1,0,Tuesday,6,0.5876777251184834,1,High,High
2024-05-02 02:33:56,Truck_4,-66.7517,161.45,353,2,20.5,52.0,2,26,392,7,1,76.4,155,1,2,Thursday,5,0.43909348441926344,1,High,High
2024-08-10 00:04:40,Truck_8,-65.7349,-173.3011,299,0,23.9,50.1,2,17,315,6,2,88.3,252,1,0,Saturday,8,0.842809364548495,1,High,Medium
2024-05-13 03:20:21,Truck_1,-55.4768,18.2551,261,0,22.5,78.4,0,41,209,6,0,71.8,240,1,3,Monday,5,0.9195402298850575,1,High,Medium
2024-12-02 08:32:47,Truck_8,5.9179,74.8254,425,0,19.3,51.1,2,39,235,9,0,88.3,242,1,8,Monday,12,0.5694117647058824,1,High,High
2024-02-12 06:23:27,Truck_7,49.3929,-47.5805,369,1,26.3,52.1,1,48,104,7,2,66.7,220,0,6,Monday,2,0.5962059620596206,1,High,High
2024-04-24 06:17:22,Truck_10,80.3158,70.765,223,0,24.0,60.2,2,45,292,6,3,78.4,205,1,6,Wednesday,4,0.9192825112107623,1,High,Medium
2024-12-06 19:05:13,Truck_2,-19.8847,42.5062,200,1,28.1,72.1,1,28,129,9,2,74.3,134,0,19,Friday,12,0.67,1,High,Low
2024-04-30 11:53:17,Truck_9,5.4555,-147.5455,466,2,26.1,72.1,1,54,475,9,0,83.4,222,0,11,Tuesday,4,0.47639484978540775,1,High,High
2024-09-19 22:53:51,Truck_8,-19.2577,66.744,474,2,27.7,71.2,2,50,311,3,0,91.6,266,1,22,Thursday,9,0.5611814345991561,1,High,High
2024-12-22 15:08:14,Truck_6,-79.0792,-16.3423,490,1,23.1,75.2,2,14,460,7,2,87.8,261,1,15,Sunday,12,0.5326530612244897,1,High,High
2024-08-15 05:45:04,Truck_5,-1.6787,3.2441,126,1,29.6,67.6,1,19,201,9,3,84.1,255,0,5,Thursday,8,2.0238095238095237,1,High,Low
2024-03-16 11:17:42,Truck_7,-8.2431,-12.4959,164,2,18.2,76.4,0,45,466,7,2,98.1,196,0,11,Saturday,3,1.1951219512195121,1,High,Low
2024-12-28 11:40:55,Truck_2,-30.0701,135.6396,477,0,19.2,79.4,0,12,310,5,0,63.7,129,1,11,Saturday,12,0.27044025157232704,1,High,High
2024-02-04 18:55:58,Truck_5,61.8444,107.4835,245,2,24.2,56.9,1,39,379,2,1,66.4,183,0,18,Sunday,2,0.746938775510204,1,High,Medium
2024-07-09 02:12:54,Truck_5,40.784,77.2346,172,0,25.2,67.6,0,40,274,7,3,66.3,170,1,2,Tuesday,7,0.9883720930232558,1,High,Low
2024-12-01 23:54:16,Truck_7,-68.3515,158.251,206,0,20.7,77.5,0,15,308,2,0,63.9,209,1,23,Sunday,12,1.0145631067961165,1,High,Medium
2024-06-22 13:26:02,Truck_6,-33.8378,73.3221,310,2,18.7,54.7,0,52,232,9,1,72.6,113,0,13,Saturday,6,0.36451612903225805,1,High,Medium
2024-07-27 15:50:46,Truck_2,69.6609,38.4464,225,1,19.0,63.0,2,17,282,6,3,99.6,265,1,15,Saturday,7,1.1777777777777778,1,High,Medium
2024-09-05 14:12:00,Truck_3,20.8843,1.3947,303,0,20.7,70.6,0,47,143,10,2,98.1,123,1,14,Thursday,9,0.40594059405940597,1,High,Medium
2024-11-11 22:09:53,Truck_1,-14.8081,-177.3003,237,0,20.7,78.3,2,35,491,2,2,80.7,189,1,22,Monday,11,0.7974683544303798,1,High,Medium
2024-05-01 22:26:11,Truck_6,0.0414,-130.6505,172,1,18.2,79.9,0,46,258,3,0,60.1,154,0,22,Wednesday,5,0.8953488372093024,1,High,Low
2024-07-26 20:19:01,Truck_9,-79.9146,-3.8554,214,2,21.7,77.0,2,47,187,10,2,97.4,175,1,20,Friday,7,0.8177570093457944,1,High,Medium
2024-08-09 01:16:43,Truck_3,76.4465,173.1493,330,0,24.0,52.9,2,14,425,1,0,89.8,289,1,1,Friday,8,0.8757575757575757,1,High,Medium
2024-01-29 21:04:08,Truck_5,-15.6005,-92.1974,130,1,18.1,78.3,2,39,424,9,1,92.3,143,1,21,Monday,1,1.1,1,High,Low
2024-03-23 12:47:34,Truck_2,67.396,170.1537,364,0,26.9,67.8,0,55,467,7,3,95.2,128,1,12,Saturday,3,0.3516483516483517,1,High,High
2024-10-17 13:22:31,Truck_8,33.6179,-67.2758,430,0,26.4,68.4,2,16,277,8,2,71.9,137,1,13,Thursday,10,0.3186046511627907,1,High,High
2024-07-11 07:07:27,Truck_8,-50.8174,-40.3409,187,2,18.6,67.7,0,12,375,5,2,85.4,140,0,7,Thursday,7,0.7486631016042781,1,High,Low
2024-12-11 16:57:48,Truck_5,50.2709,125.6915,323,0,28.3,61.2,1,52,139,4,3,72.4,127,1,16,Wednesday,12,0.3931888544891641,1,High,Medium
2024-01-10 01:05:25,Truck_9,-73.8211,3.187,386,1,26.6,78.2,1,19,456,7,1,87.6,290,0,1,Wednesday,1,0.7512953367875648,1,High,High
2024-06-17 07:59:24,Truck_9,79.1172,178.4934,422,0,19.6,53.3,2,40,205,5,3,86.1,242,1,7,Monday,6,0.5734597156398105,1,High,High
2024-06-25 01:52:28,Truck_9,27.4253,90.1386,433,0,24.0,77.8,0,37,173,9,3,89.6,143,1,1,Tuesday,6,0.3302540415704388,1,High,High
2024-04-17 20:13:18,Truck_9,67.9086,-140.0283,318,1,26.0,77.4,0,19,314,2,2,70.2,250,0,20,Wednesday,4,0.7861635220125787,1,High,Medium
2024-10-09 18:26:11,Truck_9,-72.8958,129.8921,176,2,22.6,73.3,2,37,154,4,0,91.4,169,1,18,Wednesday,10,0.9602272727272727,1,High,Low
2024-11-27 17:17:47,Truck_4,-58.6802,-62.7474,125,0,23.4,57.6,2,23,191,2,1,72.0,241,1,17,Wednesday,11,1.928,1,High,Low
2024-06-12 02:49:27,Truck_6,64.0395,-151.7045,336,2,27.4,58.9,1,49,100,10,3,70.7,236,0,2,Wednesday,6,0.7023809523809523,1,High,Medium
2024-11-02 21:19:46,Truck_7,-24.1402,-168.6013,244,1,21.3,73.8,2,39,229,7,2,98.1,197,1,21,Saturday,11,0.8073770491803278,1,High,Medium
2024-02-29 15:12:54,Truck_4,72.8574,179.01,391,2,20.5,71.2,1,12,112,7,2,78.3,267,0,15,Thursday,2,0.6828644501278772,1,High,High
2024-03-17 23:47:15,Truck_6,7.3575,86.6442,425,1,24.2,54.6,1,32,193,3,3,69.9,260,0,23,Sunday,3,0.611764705882353,1,High,High
2024-11-25 10:39:09,Truck_5,68.9594,-123.5048,403,2,26.9,60.6,0,50,418,1,1,67.8,182,0,10,Monday,11,0.45161290322580644,1,High,High
2024-07-04 18:22:32,Truck_4,14.9079,50.1606,438,0,26.5,69.3,2,34,378,5,3,88.7,256,1,18,Thursday,7,0.5844748858447488,1,High,High
2024-03-19 05:23:55,Truck_1,66.2353,10.8345,339,2,26.8,64.5,1,24,235,6,1,69.3,212,0,5,Tuesday,3,0.6253687315634219,1,High,Medium
2024-03-20 01:25:23,Truck_9,70.1899,-65.6792,203,2,18.0,68.9,2,19,370,3,1,74.4,254,1,1,Wednesday,3,1.251231527093596,1,High,Medium
2024-07-18 11:16:58,Truck_4,51.4539,-20.8253,313,1,23.6,65.2,0,49,137,6,2,100.0,122,0,11,Thursday,7,0.38977635782747605,1,High,Medium
2024-08-10 08:40:26,Truck_2,-39.88,55.1792,261,1,27.1,67.3,1,35,496,2,3,71.3,264,0,8,Saturday,8,1.0114942528735633,1,High,Medium
2024-02-20 08:11:14,Truck_8,-17.2355,-130.6915,179,2,28.5,51.0,1,12,354,3,3,92.8,225,0,8,Tuesday,2,1.2569832402234637,1,High,Low
2024-12-18 02:23:25,Truck_6,-44.2576,-86.5073,442,2,18.3,50.3,0,56,469,2,2,96.3,192,0,2,Wednesday,12,0.4343891402714932,1,High,High
2024-08-20 16:18:37,Truck_5,19.9257,116.0526,291,1,28.5,54.6,2,14,316,7,2,77.5,288,1,16,Tuesday,8,0.9896907216494846,1,High,Medium
2024-11-06 07:40:41,Truck_5,-47.2094,15.6324,348,1,28.2,68.3,0,22,415,4,1,67.4,204,0,7,Wednesday,11,0.5862068965517241,1,High,Medium
2024-12-14 15:09:01,Truck_6,-58.4249,-57.6609,454,2,23.7,51.9,0,51,232,7,3,78.7,172,0,15,Saturday,12,0.3788546255506608,1,High,High
2024-01-15 12:01:25,Truck_1,-20.0696,-73.2689,486,1,29.1,78.4,0,21,158,7,2,62.6,243,0,12,Monday,1,0.5,1,High,High
2024-05-18 10:00:52,Truck_10,-36.8549,164.7618,483,2,29.2,65.0,2,57,167,8,0,96.8,245,1,10,Saturday,5,0.5072463768115942,1,High,High
2024-11-17 02:02:28,Truck_4,-86.6609,-128.0354,472,1,23.5,72.0,0,59,485,3,3,67.2,248,0,2,Sunday,11,0.5254237288135594,1,High,High
2024-08-22 20:11:57,Truck_5,-53.3732,-99.637,186,2,18.9,70.5,0,38,344,1,1,95.6,252,0,20,Thursday,8,1.3548387096774193,1,High,Low
2024-09-12 08:00:47,Truck_6,-58.7963,-150.4122,366,2,22.8,66.7,0,39,219,7,1,91.0,211,0,8,Thursday,9,0.5765027322404371,1,High,High
2024-08-09 21:54:31,Truck_5,-46.1616,-46.6401,359,1,23.0,71.7,1,50,486,10,1,64.0,169,0,21,Friday,8,0.47075208913649025,1,High,High
2024-04-19 02:50:29,Truck_7,33.8716,36.8753,422,0,26.5,75.0,2,39,100,6,2,67.2,127,1,2,Friday,4,0.3009478672985782,1,High,High
2024-09-30 11:18:34,Truck_6,35.7136,-23.1356,209,2,24.9,76.8,0,51,214,2,0,86.5,156,0,11,Monday,9,0.7464114832535885,1,High,Medium
2024-03-22 16:43:42,Truck_5,36.3858,-107.3894,324,0,20.7,77.5,2,39,387,1,2,69.1,138,1,16,Friday,3,0.42592592592592593,1,High,Medium
2024-10-15 04:02:56,Truck_7,26.6125,25.4788,199,2,27.4,57.1,2,28,383,6,2,61.9,105,1,4,Tuesday,10,0.5276381909547738,1,High,Low
2024-12-18 19:01:30,Truck_5,-84.8915,57.5714,213,0,27.7,58.1,0,41,267,7,0,60.9,254,1,19,Wednesday,12,1.192488262910798,1,High,Medium
2024-06-09 17:12:12,Truck_4,-49.6846,-63.2892,257,0,23.1,59.1,0,56,451,3,3,93.8,248,1,17,Sunday,6,0.9649805447470817,1,High,Medium
2024-10-30 02:01:46,Truck_5,14.7474,-2.5245,475,2,22.2,79.4,1,25,268,3,3,60.3,151,0,2,Wednesday,10,0.3178947368421053,1,High,High
2024-06-23 03:05:18,Truck_7,-8.6011,-63.1274,377,2,22.7,75.5,0,59,445,7,2,99.1,272,0,3,Sunday,6,0.7214854111405835,1,High,High
2024-08-19 17:13:42,Truck_2,67.2149,117.9203,456,0,26.4,51.4,2,23,100,1,3,94.2,105,1,17,Monday,8,0.23026315789473684,1,High,High
2024-04-30 12:39:49,Truck_1,-11.3392,-69.3395,106,0,18.3,65.9,2,53,244,2,1,99.5,125,1,12,Tuesday,4,1.179245283018868,1,High,Low
2024-12-15 03:53:36,Truck_10,26.3763,157.0905,234,0,29.1,65.3,0,19,432,3,3,92.7,214,1,3,Sunday,12,0.9145299145299145,1,High,Medium
2024-03-21 14:56:42,Truck_8,-13.469,75.3408,390,0,19.5,79.2,2,26,366,4,0,69.4,217,1,14,Thursday,3,0.5564102564102564,1,High,High
2024-09-27 18:08:16,Truck_4,-11.2424,-4.5638,203,1,20.4,78.3,1,21,187,5,2,87.9,262,0,18,Friday,9,1.29064039408867,1,High,Medium
2024-11-17 08:35:02,Truck_6,62.6559,18.8474,297,0,23.1,59.4,1,29,268,10,1,71.2,151,1,8,Sunday,11,0.5084175084175084,1,High,Medium
2024-05-03 03:34:28,Truck_9,60.8032,-179.5906,238,2,25.0,75.8,2,26,330,9,3,99.2,165,1,3,Friday,5,0.6932773109243697,1,High,Medium
2024-03-05 00:54:47,Truck_4,-10.0451,79.8956,126,1,28.2,54.5,1,35,320,4,0,93.7,136,0,0,Tuesday,3,1.0793650793650793,1,High,Low
2024-01-14 09:22:40,Truck_2,17.6483,114.2638,455,1,22.9,79.6,1,51,410,9,3,84.9,233,0,9,Sunday,1,0.512087912087912,1,High,High
2024-02-17 21:06:05,Truck_4,-51.9233,-57.5858,220,0,29.4,52.4,0,18,468,9,0,63.1,137,1,21,Saturday,2,0.6227272727272727,1,High,Medium
2024-07-06 11:17:28,Truck_5,22.3898,3.8948,403,2,22.5,62.5,0,38,225,3,3,81.4,169,0,11,Saturday,7,0.41935483870967744,1,High,High
2024-05-10 22:14:19,Truck_10,86.3368,29.4478,448,0,23.4,59.9,1,41,120,10,3,70.8,150,1,22,Friday,5,0.33482142857142855,1,High,High
2024-12-23 18:56:11,Truck_5,-14.6662,-88.3674,168,2,22.4,57.9,2,43,377,4,0,71.1,140,1,18,Monday,12,0.8333333333333334,1,High,Low
2024-02-06 08:28:02,Truck_7,-71.9057,-41.4314,409,1,18.0,53.5,2,47,153,9,2,74.1,117,1,8,Tuesday,2,0.2860635696821516,1,High,High
2024-09-16 10:08:52,Truck_2,54.8888,7.4287,469,2,20.7,70.4,0,31,335,7,1,86.1,298,0,10,Monday,9,0.6353944562899787,1,High,High
2024-01-26 12:56:30,Truck_5,-89.7915,85.8036,305,2,20.5,71.2,1,44,302,10,3,71.9,141,0,12,Friday,1,0.46229508196721314,1,High,Medium
2024-11-29 06:34:32,Truck_5,39.9088,71.9595,219,0,26.6,79.8,2,46,245,1,2,70.5,202,1,6,Friday,11,0.9223744292237442,1,High,Medium
2024-06-02 19:16:49,Truck_8,30.7119,111.5767,167,0,23.8,71.6,0,55,416,8,1,60.7,263,1,19,Sunday,6,1.5748502994011977,1,High,Low
2024-02-08 10:07:24,Truck_4,5.7076,-79.9256,100,0,24.1,50.9,1,39,340,4,2,96.9,274,1,10,Thursday,2,2.74,1,High,Low
2024-08-17 07:05:15,Truck_9,69.0509,91.848,321,2,25.4,53.8,0,24,340,5,1,84.6,223,0,7,Saturday,8,0.6947040498442367,1,High,Medium
2024-01-27 04:09:11,Truck_7,52.7828,176.0671,244,1,23.6,64.9,0,24,145,4,0,67.6,285,0,4,Saturday,1,1.1680327868852458,1,High,Medium
2024-12-13 00:55:11,Truck_9,42.967,146.1358,281,1,18.4,74.6,1,41,419,6,2,69.1,242,0,0,Friday,12,0.8612099644128114,1,High,Medium
2024-10-26 21:55:21,Truck_7,-11.9943,-126.8743,301,1,18.3,60.0,1,42,243,3,0,99.0,273,0,21,Saturday,10,0.9069767441860465,1,High,Medium
2024-03-19 05:42:50,Truck_8,60.5903,-90.0415,437,2,25.5,73.2,0,59,310,2,2,83.9,228,0,5,Tuesday,3,0.5217391304347826,1,High,High
2024-10-23 14:15:25,Truck_7,-23.2982,143.8634,253,2,22.8,78.7,0,49,180,3,3,74.0,296,0,14,Wednesday,10,1.1699604743083003,1,High,Medium
2024-01-18 08:34:25,Truck_2,-34.2189,-36.6288,491,1,25.5,50.3,2,18,111,1,3,97.1,100,1,8,Thursday,1,0.20366598778004075,1,High,High
2024-11-15 11:42:39,Truck_3,19.545,73.0968,172,0,22.8,60.4,1,38,187,9,3,83.3,106,1,11,Friday,11,0.6162790697674418,1,High,Low
2024-07-01 16:37:53,Truck_7,33.3351,-103.926,252,0,24.4,72.3,1,54,156,6,0,86.8,225,1,16,Monday,7,0.8928571428571429,1,High,Medium
2024-06-11 08:04:09,Truck_4,-63.2064,30.0818,118,0,21.8,52.1,0,19,421,8,0,99.1,284,1,8,Tuesday,6,2.406779661016949,1,High,Low
2024-07-03 15:08:44,Truck_4,83.2858,-66.1069,179,0,25.0,71.1,1,60,325,1,3,66.8,226,1,15,Wednesday,7,1.2625698324022345,1,High,Low
2024-02-05 00:41:30,Truck_6,-23.2424,18.6206,119,1,25.9,77.7,0,38,189,7,3,79.3,149,0,0,Monday,2,1.2521008403361344,1,High,Low
2024-03-12 03:54:06,Truck_5,-89.0793,130.3362,221,0,22.8,76.1,1,35,233,4,2,61.5,281,1,3,Tuesday,3,1.2714932126696832,1,High,Medium
2024-11-17 06:38:26,Truck_7,-11.2908,-105.2515,261,0,24.5,74.2,1,36,201,10,0,67.0,226,1,6,Sunday,11,0.8659003831417624,1,High,Medium
2024-07-30 10:23:03,Truck_5,0.3773,-13.6838,226,1,25.4,73.7,1,46,138,8,1,75.5,298,0,10,Tuesday,7,1.3185840707964602,1,High,Medium
2024-12-07 16:11:00,Truck_10,-7.77,163.5958,226,2,21.1,56.1,2,50,160,5,2,77.3,174,1,16,Saturday,12,0.7699115044247787,1,High,Medium
2024-03-15 17:54:08,Truck_7,-80.1222,-56.1497,415,2,25.3,54.4,2,53,345,2,0,87.4,181,1,17,Friday,3,0.43614457831325304,1,High,High
2024-10-15 06:49:32,Truck_3,-84.8041,57.168,422,1,29.7,68.3,2,45,246,1,3,85.6,136,1,6,Tuesday,10,0.3222748815165877,1,High,High
2024-08-27 06:52:35,Truck_8,-13.1475,-1.0702,413,0,23.4,67.1,2,32,325,3,0,93.3,109,1,6,Tuesday,8,0.2639225181598063,1,High,High
2024-08-02 02:01:25,Truck_1,-87.5547,113.4629,269,2,25.2,57.7,1,20,247,2,3,60.9,177,0,2,Friday,8,0.6579925650557621,1,High,Medium
2024-11-27 18:48:54,Truck_4,72.9066,36.1965,489,1,25.7,50.1,2,51,204,1,3,65.1,184,1,18,Wednesday,11,0.37627811860940696,1,High,High
2024-12-03 05:26:24,Truck_6,16.1951,-119.4492,426,2,28.8,56.2,0,30,145,3,1,81.2,220,0,5,Tuesday,12,0.5164319248826291,1,High,High
2024-02-05 03:19:43,Truck_5,28.3461,-1.5547,457,1,27.9,78.6,2,18,461,6,3,69.1,137,1,3,Monday,2,0.29978118161925604,1,High,High
2024-12-19 22:58:09,Truck_1,-35.5663,47.4028,270,1,21.7,53.6,0,15,499,8,0,94.9,111,0,22,Thursday,12,0.4111111111111111,1,High,Medium
2024-11-23 08:44:11,Truck_7,-33.246,106.3248,267,2,29.8,79.8,2,55,282,5,2,90.5,173,1,8,Saturday,11,0.6479400749063671,1,High,Medium
2024-04-30 14:49:18,Truck_5,10.2059,98.618,381,1,24.4,50.1,2,54,243,6,2,61.5,278,1,14,Tuesday,4,0.7296587926509186,1,High,High
2024-06-07 06:45:59,Truck_3,-6.2311,173.6264,402,1,27.0,74.2,2,17,155,10,1,73.4,281,1,6,Friday,6,0.6990049751243781,1,High,High
2024-11-24 04:49:31,Truck_4,-78.1094,-52.5435,331,1,20.4,66.1,2,25,261,6,0,77.7,264,1,4,Sunday,11,0.797583081570997,1,High,Medium
2024-07-29 00:56:10,Truck_5,-70.3645,-128.8622,167,1,25.6,62.5,1,40,246,9,1,63.8,126,0,0,Monday,7,0.7544910179640718,1,High,Low
2024-06-01 20:00:16,Truck_4,18.1183,116.4939,187,0,23.3,71.7,2,10,209,10,1,97.2,151,1,20,Saturday,6,0.8074866310160428,1,High,Low
2024-07-18 12:19:20,Truck_10,20.2969,124.1885,298,2,18.6,74.4,1,41,248,1,2,86.3,283,0,12,Thursday,7,0.9496644295302014,1,High,Medium
2024-12-16 11:48:34,Truck_6,-27.7387,19.6189,331,0,21.4,62.9,1,46,235,8,0,62.6,298,1,11,Monday,12,0.9003021148036254,1,High,Medium
2024-04-15 22:37:19,Truck_2,-31.1328,175.8453,180,1,27.2,52.9,0,29,390,8,0,68.4,110,0,22,Monday,4,0.6111111111111112,1,High,Low
2024-04-05 10:29:17,Truck_10,24.8353,-83.7173,282,2,19.4,71.9,0,43,464,10,1,90.0,107,0,10,Friday,4,0.37943262411347517,1,High,Medium
2024-12-20 12:26:19,Truck_4,-32.724,82.9577,363,0,27.0,70.9,1,52,482,6,3,62.9,248,1,12,Friday,12,0.6831955922865014,1,High,High
2024-07-02 03:07:27,Truck_3,72.122,89.9728,212,1,25.9,68.0,2,32,312,6,0,87.6,296,1,3,Tuesday,7,1.3962264150943395,1,High,Medium
2024-01-28 04:43:23,Truck_1,-7.636,51.0615,317,2,23.9,69.5,0,59,447,1,3,97.1,294,0,4,Sunday,1,0.9274447949526814,1,High,Medium
2024-01-14 20:39:14,Truck_2,-24.0118,111.4726,240,1,18.8,63.9,1,23,462,1,2,61.2,276,0,20,Sunday,1,1.15,1,High,Medium
2024-08-06 11:35:04,Truck_10,77.0042,-12.2919,427,0,20.3,57.3,2,18,341,3,3,85.7,189,1,11,Tuesday,8,0.4426229508196721,1,High,High
2024-12-08 01:10:23,Truck_10,-38.6867,-19.9939,144,0,18.2,53.1,0,16,106,5,3,69.4,214,1,1,Sunday,12,1.4861111111111112,1,High,Low
2024-02-27 01:51:59,Truck_8,41.375,77.2949,280,2,25.5,74.2,0,46,447,2,1,65.3,236,0,1,Tuesday,2,0.8428571428571429,1,High,Medium
2024-02-14 21:28:31,Truck_2,-68.4651,179.4433,182,0,20.3,59.8,1,30,288,7,2,83.3,107,1,21,Wednesday,2,0.5879120879120879,1,High,Low
2024-03-21 11:48:25,Truck_3,-13.0063,0.5345,439,0,21.5,72.8,2,30,101,10,0,90.4,114,1,11,Thursday,3,0.25968109339407747,1,High,High
2024-10-16 22:56:13,Truck_2,41.3066,161.1462,174,0,27.2,77.9,2,39,173,5,0,91.1,262,1,22,Wednesday,10,1.5057471264367817,1,High,Low
2024-02-21 23:20:41,Truck_6,-23.1011,-54.5176,186,0,24.0,67.3,1,44,352,9,2,85.7,262,1,23,Wednesday,2,1.4086021505376345,1,High,Low
2024-09-24 22:17:10,Truck_10,-17.6088,-41.4304,109,1,26.9,75.3,1,26,314,7,2,93.3,176,0,22,Tuesday,9,1.614678899082569,1,High,Low
2024-03-30 10:22:10,Truck_4,-72.4492,131.8524,483,2,21.9,71.9,1,59,226,10,0,69.2,152,0,10,Saturday,3,0.3146997929606625,1,High,High
2024-12-15 07:37:03,Truck_2,27.3601,-105.0457,100,0,27.5,68.6,0,49,464,3,2,61.7,149,1,7,Sunday,12,1.49,1,High,Low
2024-03-26 22:29:16,Truck_1,-86.5291,-36.5789,128,1,28.9,63.7,0,56,140,1,3,72.8,127,0,22,Tuesday,3,0.9921875,1,High,Low
2024-05-09 18:49:33,Truck_10,10.2078,36.857,100,2,21.9,72.1,1,22,413,1,3,67.5,145,0,18,Thursday,5,1.45,1,High,Low
2024-11-19 09:57:01,Truck_6,-42.6759,-7.9818,468,0,28.6,65.1,2,45,419,8,2,76.1,119,1,9,Tuesday,11,0.25427350427350426,1,High,High
